 ****     -80.000     -70.000     -60.000     -50.000     -40.000     -30.000     -20.000     -10.000       0.000      10.000      20.000      30.000      40.000      50.000      60.000      70.000      80.000      90.000     100.000     110.000     120.000     130.000     140.000     150.000     160.000     170.000     180.000     190.000     200.000     210.000     220.000     230.000     240.000     250.000     260.000     270.000     280.000     290.000     300.000     310.000     320.000     330.000     340.000     350.000     360.000     370.000     380.000     390.000     400.000     410.000     420.000     430.000     440.000     450.000     460.000     470.000     480.000     490.000     500.000
 
    1   0.000E+00  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -1.#JE+000  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01
   22   0.659E+29  -0.169E+30   0.363E+30  -0.634E+30   0.907E+30  -0.107E+31   0.104E+31  -0.837E+30   0.551E+30  -0.294E+30   0.126E+30  -0.419E+29   0.105E+29  -0.187E+28   0.209E+27  -0.111E+26   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+23  -0.199E+25   0.209E+26  -0.138E+27   0.649E+27  -0.229E+28   0.633E+28  -0.140E+29   0.251E+29  -0.370E+29   0.449E+29  -0.451E+29   0.374E+29  -0.254E+29   0.140E+29  -0.620E+28   0.214E+28  -0.557E+27   0.103E+27  -0.119E+26   0.659E+24
 
   23   0.242E+31  -0.550E+31   0.103E+32  -0.160E+32   0.207E+32  -0.222E+32   0.198E+32  -0.147E+32   0.900E+31  -0.450E+31   0.180E+31  -0.566E+30   0.134E+30  -0.226E+29   0.241E+28  -0.122E+27   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+24   0.209E+26  -0.230E+27   0.161E+28  -0.801E+28   0.301E+29  -0.886E+29   0.210E+30  -0.405E+30   0.646E+30  -0.856E+30   0.946E+30  -0.870E+30   0.665E+30  -0.420E+30   0.216E+30  -0.897E+29   0.291E+29  -0.715E+28   0.125E+28  -0.138E+27   0.724E+25
 
   24   0.816E+32  -0.164E+33   0.274E+33  -0.383E+33   0.449E+33  -0.442E+33   0.365E+33  -0.252E+33   0.144E+33  -0.675E+32   0.255E+32  -0.757E+31   0.170E+31  -0.273E+30   0.277E+29  -0.134E+28   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+25  -0.219E+27   0.253E+28  -0.187E+29   0.978E+29  -0.389E+30   0.122E+31  -0.307E+31   0.636E+31  -0.109E+32   0.157E+32  -0.189E+32   0.191E+32  -0.162E+32   0.115E+32  -0.678E+31   0.328E+31  -0.128E+31   0.392E+30  -0.911E+29   0.151E+29  -0.159E+28   0.797E+26
 
   25   0.254E+34  -0.454E+34   0.685E+34  -0.871E+34   0.937E+34  -0.852E+34   0.654E+34  -0.421E+34   0.226E+34  -0.997E+33   0.356E+33  -0.100E+33   0.215E+32  -0.328E+31   0.318E+30  -0.148E+29   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+26   0.229E+28  -0.277E+29   0.214E+30  -0.118E+31   0.496E+31  -0.164E+32   0.441E+32  -0.973E+32   0.179E+33  -0.277E+33   0.361E+33  -0.399E+33   0.372E+33  -0.294E+33   0.195E+33  -0.107E+33   0.488E+32  -0.180E+32   0.522E+31  -0.115E+31   0.182E+30  -0.183E+29   0.877E+27
 
   26   0.733E+35  -0.118E+36   0.162E+36  -0.190E+36   0.188E+36  -0.159E+36   0.114E+36  -0.689E+35   0.348E+35  -0.145E+35   0.492E+34  -0.132E+34   0.269E+33  -0.393E+32   0.365E+31  -0.163E+30   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+27  -0.238E+29   0.303E+30  -0.245E+31   0.142E+32  -0.627E+32   0.219E+33  -0.622E+33   0.146E+34  -0.286E+34   0.474E+34  -0.666E+34   0.796E+34  -0.811E+34   0.703E+34  -0.518E+34   0.321E+34  -0.167E+34   0.717E+33  -0.250E+33   0.690E+32  -0.145E+32   0.218E+31  -0.210E+30   0.964E+28
 
   27   0.199E+37  -0.293E+37   0.368E+37  -0.397E+37   0.366E+37  -0.289E+37   0.194E+37  -0.111E+37   0.528E+36  -0.209E+36   0.673E+35  -0.172E+35   0.335E+34  -0.468E+33   0.418E+32  -0.179E+31   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+28   0.248E+30  -0.329E+31   0.278E+32  -0.169E+33   0.783E+33  -0.288E+34   0.863E+34  -0.214E+35   0.447E+35  -0.788E+35   0.119E+36  -0.153E+36   0.169E+36  -0.160E+36   0.129E+36  -0.891E+35   0.521E+35  -0.255E+35   0.104E+35  -0.344E+34   0.904E+33  -0.181E+33   0.261E+32  -0.240E+31   0.106E+30
 
   28   0.512E+38  -0.690E+38   0.802E+38  -0.803E+38   0.692E+38  -0.512E+38   0.324E+38  -0.175E+38   0.790E+37  -0.297E+37   0.913E+36  -0.223E+36   0.415E+35  -0.557E+34   0.477E+33  -0.197E+32   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+29  -0.258E+31   0.356E+32  -0.314E+33   0.199E+34  -0.968E+34   0.374E+35  -0.118E+36   0.309E+36  -0.682E+36   0.128E+37  -0.205E+37   0.283E+37  -0.337E+37   0.345E+37  -0.305E+37   0.231E+37  -0.150E+37   0.828E+36  -0.385E+36   0.149E+36  -0.469E+35   0.118E+35  -0.226E+34   0.311E+33  -0.275E+32   0.117E+31
 
   29   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.271E+39   0.117E+39  -0.418E+38   0.123E+38  -0.286E+37   0.513E+36  -0.660E+35   0.545E+34  -0.216E+33   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+30   0.268E+32  -0.385E+33   0.354E+34  -0.234E+35   0.119E+36  -0.481E+36   0.159E+37  -0.439E+37   0.102E+38  -0.203E+38   0.346E+38  -0.509E+38   0.648E+38  -0.715E+38   0.684E+38  -0.566E+38   0.404E+38  -0.248E+38   0.130E+38  -0.572E+37   0.210E+37  -0.633E+36   0.152E+36  -0.279E+35   0.370E+34  -0.314E+33   0.128E+32
 
   30   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.164E+39  -0.366E+38   0.630E+37  -0.781E+36   0.621E+35  -0.238E+34   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+31  -0.278E+33   0.414E+34  -0.396E+35   0.273E+36  -0.145E+37   0.611E+37  -0.212E+38   0.614E+38  -0.150E+39   0.315E+39  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.200E+39  -0.839E+38   0.295E+38  -0.848E+37   0.195E+37  -0.344E+36   0.438E+35  -0.358E+34   0.141E+33
 
   31   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.771E+38  -0.921E+37   0.707E+36  -0.262E+35   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+32   0.288E+34  -0.445E+35   0.441E+36  -0.316E+37   0.175E+38  -0.770E+38   0.279E+39  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.113E+39   0.249E+38  -0.423E+37   0.518E+36  -0.408E+35   0.155E+34
 
   32   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.108E+39   0.804E+37  -0.288E+36   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+33  -0.298E+35   0.476E+36  -0.490E+37   0.365E+38  -0.209E+39   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.316E+39  -0.517E+38   0.611E+37  -0.465E+36   0.171E+35
 
   33   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.913E+38  -0.317E+37   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+34   0.308E+36  -0.509E+37   0.543E+38  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.718E+38  -0.528E+37   0.188E+36
 
   34   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.348E+38   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+35  -0.318E+37   0.543E+38  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.600E+38   0.207E+37
 
   35   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+36   0.328E+38  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.227E+38
 
   36   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.900E+37  -0.337E+39   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.250E+39
 
   37   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.900E+38   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   38   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   39   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   40   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   41   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   42   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00   0.000E+00   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   43   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.000E+00  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   44   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.000E+00   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   45   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
   46   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -1.#JE+000  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01  -0.1#JE+01   0.1#JE+01
 
