  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  30.00  30.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  30.00  30.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00  28.00
