-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
-1.00 -0.67 -0.33  0.00  0.33  0.67  1.00
