 341  1,0979594
 342  1,09861231
 343  1,09796369
 344  1,09861255
 345  1,09796834
 346  1,09861207
 347  1,09797132
 348  1,09861279
 349  1,09797597
 350  1,09861255
 351  1,09797823
 352  1,09861267
 353  1,09798217
 354  1,09861243
 355  1,0979861
 356  1,09861243
 357  1,09798932
 358  1,09861255
 359  1,09799254
 360  1,09861231
 361  1,09799552
 362  1,09861207
 363  1,09799969
 364  1,09861195
 365  1,09800291
 366  1,09861267
 367  1,09800613
 368  1,09861219
 369  1,09800994
 370  1,09861183
 371  1,0980128
 372  1,09861255
 373  1,09801614
 374  1,09861195
 375  1,09801936
 376  1,09861219
 377  1,09802186
 378  1,09861255
 379  1,0980252
 380  1,0986129
 381  1,09802878
 382  1,09861279
 383  1,09803164
 384  1,0986129
 385  1,09803498
 386  1,09861159
 387  1,09803784
 388  1,09861159
 389  1,09804022
 390  1,09861302
 391  1,0980438
 392  1,09861267
 393  1,09804606
 394  1,09861267
 395  1,0980494
 396  1,09861219
 397  1,09805179
 398  1,09861255
 399  1,09805489
 400  1,09861219
 401  1,09805775
 402  1,09861195
 403  1,09806085
 404  1,09861231
 405  1,09806299
 406  1,09861195
 407  1,09806573
 408  1,09861124
 409  1,09806836
 410  1,09861255
 411  1,09807038
 412  1,09861231
 413  1,09807324
 414  1,09861195
 415  1,0980767
 416  1,09861231
 417  1,09807897
 418  1,09861219
 419  1,09808183
 420  1,09861207
 421  1,09808433
 422  1,09861267
 423  1,09808576
 424  1,09861231
 425  1,09808886
 426  1,09861124
 427  1,09809148
 428  1,09861231
 429  1,09809399
 430  1,09861171
 431  1,09809685
 432  1,09861195
 433  1,0980978
 434  1,09861314
 435  1,09810066
 436  1,09861147
 437  1,09810376
 438  1,09861171
 439  1,09810638
 440  1,09861255
 441  1,09810865
 442  1,09861219
 443  1,09810996
 444  1,09861195
 445  1,09811258
 446  1,09861207
 447  1,09811449
 448  1,09861255
 449  1,09811819
 450  1,09861207
 451  1,09811926
 452  1,09861183
 453  1,098122
 454  1,09861195
 455  1,09812403
 456  1,09861207
 457  1,09812593
 458  1,09861207
 459  1,09812748
 460  1,09861219
 461  1,09812987
 462  1,09861255
 463  1,09813237
 464  1,09861243
 465  1,0981338
 466  1,09861326
 467  1,09813631
 468  1,09861183
 469  1,09813821
 470  1,09861207
 471  1,09814072
 472  1,09861207
 473  1,09814167
 474  1,09861147
 475  1,09814441
 476  1,09861231
 477  1,09814608
 478  1,09861183
 479  1,09814835
 480  1,09861279
 481  1,09815097
 482  1,09861219
 483  1,09815216
 484  1,09861207
 485  1,09815431
 486  1,09861195
 487  1,0981555
 488  1,09861207
 489  1,09815764
 490  1,09861243
 491  1,09815919
 492  1,09861243
 493  1,09816134
 494  1,09861255
 495  1,09816289
 496  1,09861195
 497  1,09816384
 498  1,09861231
 499  1,09816682
 500  1,0986129
 501  1,09816825
 502  1,09861147
 503  1,09817004
 504  1,09861183
 505  1,09817183
 506  1,09861135
 507  1,09817338
 508  1,09861219
 509  1,09817517
 510  1,09861171
 511  1,09817708
 512  1,09861219
 513  1,09817791
 514  1,09861159
 515  1,09818017
 516  1,0986129
 517  1,0981822
 518  1,09861243
 519  1,09818387
 520  1,09861219
 521  1,09818566
 522  1,09861243
 523  1,09818685
 524  1,09861279
 525  1,09818876
 526  1,09861302
 527  1,09819055
 528  1,09861207
 529  1,0981915
 530  1,09861267
 531  1,09819341
 532  1,09861231
 533  1,0981946
 534  1,09861207
 535  1,09819734
 536  1,09861159
 537  1,09819758
 538  1,0986129
 539  1,09819949
 540  1,0986129
 541  1,09820163
 542  1,09861243
 543  1,09820235
 544  1,09861207
 545  1,09820461
 546  1,09861219
 547  1,09820557
 548  1,09861231
 549  1,09820771
 550  1,09861255
 551  1,09820879
 552  1,09861219
 553  1,09820998
 554  1,09861231
 555  1,09821224
 556  1,09861171
 557  1,09821284
 558  1,09861267
 559  1,09821475
 560  1,09861255
 561  1,09821618
 562  1,09861195
 563  1,09821665
 564  1,09861171
 565  1,09821892
 566  1,09861195
 567  1,09822035
 568  1,09861207
 569  1,09822106
 570  1,09861183
 571  1,09822237
 572  1,09861243
 573  1,09822428
 574  1,09861255
 575  1,09822571
 576  1,09861255
 577  1,09822702
 578  1,09861255
 579  1,09822834
 580  1,09861243
 581  1,09822965
 582  1,09861147
 583  1,09823012
 584  1,09861171
 585  1,09823143
 586  1,09861207
 587  1,09823334
 588  1,09861207
 589  1,09823465
 590  1,09861219
 591  1,09823608
 592  1,09861255
 593  1,09823668
 594  1,09861255
 595  1,09823859
 596  1,09861183
 597  1,09824002
 598  1,09861243
 599  1,09824121
 600  1,09861195
 601  1,0982424
 602  1,09861231
 603  1,09824359
 604  1,09861255
 605  1,09824467
 606  1,09861231
 607  1,09824598
 608  1,09861231
 609  1,09824741
 610  1,09861326
 611  1,09824812
 612  1,09861207
 613  1,09824944
 614  1,09861267
 615  1,09825027
 616  1,09861267
 617  1,09825158
 618  1,09861255
 619  1,09825277
 620  1,09861255
 621  1,09825397
 622  1,09861219
 623  1,09825516
 624  1,09861243
 625  1,09825587
 626  1,09861231
 627  1,09825766
 628  1,09861207
 629  1,09825921
 630  1,09861267
 631  1,09825957
 632  1,09861231
 633  1,09826076
 634  1,09861195
 635  1,09826183
 636  1,09861243
 637  1,0982635
 638  1,09861243
 639  1,0982641
 640  1,09861243
 641  1,09826493
 642  1,09861243
 643  1,0982666
 644  1,09861124
 645  1,09826732
 646  1,09861207
 647  1,09826827
 648  1,09861255
 649  1,09826875
 650  1,09861267
 651  1,09827137
 652  1,09861267
 653  1,09827185
 654  1,09861207
 655  1,09827304
 656  1,09861207
 657  1,0982734
 658  1,09861124
 659  1,09827507
 660  1,09861219
 661  1,09827602
 662  1,09861362
 663  1,09827709
 664  1,09861243
 665  1,09827852
 666  1,09861255
 667  1,09827924
 668  1,09861183
 669  1,0982796
 670  1,09861183
 671  1,09828115
 672  1,09861171
 673  1,0982815
 674  1,09861171
 675  1,09828246
 676  1,09861255
 677  1,09828365
 678  1,09861243
 679  1,09828472
 680  1,09861267
 681  1,09828615
 682  1,09861267
 683  1,09828675
 684  1,09861207
 685  1,09828699
 686  1,09861267
 687  1,09828866
 688  1,09861279
 689  1,09829021
 690  1,09861135
 691  1,09829128
 692  1,09861195
 693  1,09829152
 694  1,09861159
 695  1,09829271
 696  1,09861326
 697  1,09829378
 698  1,09861147
 699  1,09829426
 700  1,09861195
 701  1,09829533
 702  1,09861255
 703  1,09829688
 704  1,0986129
 705  1,09829664
 706  1,09861195
 707  1,09829843
 708  1,09861219
 709  1,09829831
 710  1,09861243
 711  1,09829926
 712  1,09861279
 713  1,09830046
 714  1,09861159
 715  1,09830201
 716  1,09861147
 717  1,09830236
 718  1,09861302
 719  1,0983032
 720  1,09861207
 721  1,09830415
 722  1,09861207
 723  1,09830463
 724  1,09861219
 725  1,09830475
 726  1,09861171
 727  1,09830725
 728  1,09861207
 729  1,09830785
 730  1,09861255
 731  1,09830868
 732  1,09861183
 733  1,09830904
 734  1,098611
 735  1,0983094
 736  1,09861207
 737  1,09831023
 738  1,09861219
 739  1,09831011
 740  1,09861183
 741  1,09831178
 742  1,09861207
 743  1,09831309
 744  1,09861195
 745  1,09831381
 746  1,0986129
 747  1,0983144
 748  1,09861243
 749  1,09831488
 750  1,09861147
 751  1,09831643
 752  1,09861302
 753  1,09831727
 754  1,09861112
 755  1,0983181
 756  1,09861231
 757  1,09831917
 758  1,0986129
 759  1,09831905
 760  1,09861135
 761  1,09831941
 762  1,09861267
 763  1,0983212
 764  1,09861112
 765  1,09832144
 766  1,09861207
 767  1,09832299
 768  1,09861195
 769  1,09832335
 770  1,09861207
 771  1,09832418
 772  1,09861195
 773  1,09832501
 774  1,09861255
 775  1,09832513
 776  1,0986129
 777  1,09832668
 778  1,09861326
 779  1,09832799
 780  1,09861171
 781  1,09832776
 782  1,09861135
 783  1,09832776
 784  1,09861314
 785  1,09832859
 786  1,09861267
 787  1,09833002
 788  1,09861267
 789  1,09833062
 790  1,0986135
 791  1,0983305
 792  1,09861255
 793  1,09833097
 794  1,09861255
 795  1,09833229
 796  1,09861207
 797  1,09833312
 798  1,09861231
 799  1,09833527
 800  1,09861195
 801  1,09833479
 802  1,09861183
 803  1,09833562
 804  1,09861183
 805  1,09833467
 806  1,09861302
 807  1,09833658
 808  1,09861231
 809  1,09833777
 810  1,0986135
 811  1,0983392
 812  1,09861231
 813  1,09833956
 814  1,09861243
 815  1,0983392
 816  1,09861231
 817  1,09833932
 818  1,09861159
 819  1,09834111
 820  1,09861207
 821  1,09834146
 822  1,09861183
 823  1,0983417
 824  1,09861255
 825  1,09834254
 826  1,0986129
 827  1,09834266
 828  1,09861195
 829  1,09834445
 830  1,09861243
 831  1,09834445
 832  1,09861338
 833  1,09834576
 834  1,09861159
 835  1,09834516
 836  1,09861302
 837  1,09834683
 838  1,09861267
 839  1,09834599
 840  1,09861267
 841  1,09834874
 842  1,09861219
 843  1,0983485
 844  1,0986129
 845  1,09834957
 846  1,09861243
 847  1,09834945
 848  1,09861135
 849  1,098351
 850  1,09861267
 851  1,098351
 852  1,09861314
 853  1,09835124
 854  1,09861362
 855  1,09835184
 856  1,09861231
 857  1,09835315
 858  1,09861243
 859  1,09835339
 860  1,09861159
 861  1,09835505
 862  1,09861207
 863  1,09835482
 864  1,09861326
 865  1,09835505
 866  1,09861338
 867  1,09835565
 868  1,09861195
 869  1,09835684
 870  1,09861314
 871  1,09835625
 872  1,0986129
 873  1,09835815
 874  1,09861195
 875  1,09835863
 876  1,09861279
 877  1,09835827
 878  1,09861267
 879  1,09835875
 880  1,09861219
 881  1,09836042
 882  1,09861207
 883  1,09835994
 884  1,09861243
 885  1,0983603
 886  1,09861326
 887  1,09836137
 888  1,09861326
 889  1,09836185
 890  1,09861195
 891  1,09836328
 892  1,09861267
 893  1,09836316
 894  1,09861135
 895  1,09836292
 896  1,09861279
 897  1,09836495
 898  1,09861171
 899  1,09836614
 900  1,09861195
 901  1,09836566
 902  1,09861279
 903  1,09836602
 904  1,09861135
 905  1,09836674
 906  1,09861207
 907  1,09836781
 908  1,09861159
 909  1,09836781
 910  1,09861267
 911  1,09836817
 912  1,09861243
 913  1,09836972
 914  1,09861183
 915  1,0983696
 916  1,09861267
 917  1,09837008
 918  1,09861195
 919  1,09836972
 920  1,09861219
 921  1,09837031
 922  1,09861255
 923  1,09837079
 924  1,09861231
 925  1,09837186
 926  1,09861183
 927  1,09837222
 928  1,09861326
 929  1,09837282
 930  1,09861314
 931  1,09837246
 932  1,09861231
 933  1,09837365
 934  1,09861207
 935  1,09837461
 936  1,09861243
 937  1,0983752
 938  1,09861207
 939  1,0983758
 940  1,09861255
 941  1,09837639
 942  1,09861159
 943  1,09837592
 944  1,09861255
 945  1,09837759
 946  1,09861267
 947  1,09837687
 948  1,09861243
 949  1,09837782
 950  1,09861195
 951  1,09837759
 952  1,09861255
 953  1,09837866
 954  1,09861076
 955  1,09837949
 956  1,098611
 957  1,09838033
 958  1,09861195
 959  1,09838188
 960  1,09861195
 961  1,09838152
 962  1,09861255
 963  1,09838235
 964  1,09861159
 965  1,09838247
 966  1,09861231
 967  1,09838235
 968  1,09861326
 969  1,09838426
 970  1,09861171
 971  1,09838307
 972  1,0986129
 973  1,09838438
 974  1,09861207
 975  1,09838462
 976  1,09861267
 977  1,09838474
 978  1,09861243
 979  1,09838605
 980  1,09861243
 981  1,09838498
 982  1,09861374
 983  1,09838557
 984  1,09861171
 985  1,09838688
 986  1,09861243
 987  1,09838569
 988  1,09861219
 989  1,09838748
 990  1,0986129
 991  1,09838796
 992  1,09861374
 993  1,09838915
 994  1,09861159
 995  1,09838843
 996  1,09861231
 997  1,09838998
 998  1,09861255
 999  1,09838939
 1000  1,09861219
 1001  1,09839034
 1002  1,09861314
 1003  1,09839082
 1004  1,09861195
 1005  1,09839058
 1006  1,09861243
 1007  1,09839153
 1008  1,09861243
 1009  1,09839189
 1010  1,09861207
 1011  1,09839189
 1012  1,09861338
 1013  1,09839356
 1014  1,09861314
 1015  1,09839237
 1016  1,09861302
 1017  1,09839427
 1018  1,09861267
 1019  1,09839404
 1020  1,09861255
 1021  1,09839475
 1022  1,09861135
 1023  1,09839535
 1024  1,09861255
 1025  1,09839678
 1026  1,0986135
 1027  1,09839571
 1028  1,09861219
 1029  1,09839654
 1030  1,09861231
 1031  1,09839678
 1032  1,09861159
 1033  1,0983969
 1034  1,09861231
 1035  1,09839654
 1036  1,09861267
 1037  1,09839857
 1038  1,09861231
 1039  1,09839976
 1040  1,09861219
 1041  1,09839749
 1042  1,09861171
 1043  1,09839857
 1044  1,09861231
 1045  1,0984
 1046  1,09861314
 1047  1,09840059
 1048  1,09861243
 1049  1,09840059
 1050  1,09861219
 1051  1,09840119
 1052  1,09861207
 1053  1,09840167
 1054  1,09861159
 1055  1,09840167
 1056  1,09861338
 1057  1,09840202
 1058  1,09861124
 1059  1,09840369
 1060  1,09861135
 1061  1,09840262
 1062  1,09861231
 1063  1,09840262
 1064  1,09861267
 1065  1,09840345
 1066  1,09861183
 1067  1,09840357
 1068  1,09861279
 1069  1,09840369
 1070  1,09861171
 1071  1,09840417
 1072  1,09861326
 1073  1,09840477
 1074  1,09861255
 1075  1,0984056
 1076  1,09861302
 1077  1,0984062
 1078  1,09861219
 1079  1,09840643
 1080  1,09861267
 1081  1,09840667
 1082  1,09861267
 1083  1,09840703
 1084  1,09861207
 1085  1,09840822
 1086  1,09861231
 1087  1,09840822
 1088  1,09861302
 1089  1,09840894
 1090  1,09861255
 1091  1,0984087
 1092  1,09861219
 1093  1,0984087
 1094  1,09861195
 1095  1,09840882
 1096  1,09861314
 1097  1,09840906
 1098  1,09861279
 1099  1,09840941
 1100  1,09861195
 1101  1,09841132
 1102  1,09861231
 1103  1,09841132
 1104  1,09861279
 1105  1,09841096
 1106  1,09861135
 1107  1,09841239
 1108  1,09861147
 1109  1,09841144
 1110  1,09861183
 1111  1,09841251
 1112  1,09861314
 1113  1,09841216
 1114  1,09861231
 1115  1,09841287
 1116  1,09861195
 1117  1,09841335
 1118  1,09861255
 1119  1,09841466
 1120  1,09861135
 1121  1,09841406
 1122  1,09861135
 1123  1,09841371
 1124  1,09861243
 1125  1,09841454
 1126  1,09861231
 1127  1,09841561
 1128  1,09861159
 1129  1,09841621
 1130  1,09861159
 1131  1,09841514
 1132  1,0986129
 1133  1,09841573
 1134  1,09861279
 1135  1,09841561
 1136  1,0986129
 1137  1,09841681
 1138  1,09861231
 1139  1,09841609
 1140  1,09861219
 1141  1,09841752
 1142  1,09861302
 1143  1,09841824
 1144  1,09861326
 1145  1,09841847
 1146  1,09861267
 1147  1,09841728
 1148  1,09861338
 1149  1,09841847
 1150  1,09861255
 1151  1,09841895
 1152  1,09861195
 1153  1,09842014
 1154  1,09861195
 1155  1,09841943
 1156  1,09861183
 1157  1,09842062
 1158  1,09861243
 1159  1,09842026
 1160  1,09861219
 1161  1,0984199
 1162  1,09861207
 1163  1,09842169
 1164  1,09861255
 1165  1,09842098
 1166  1,0986129
 1167  1,09842145
 1168  1,09861231
 1169  1,09842181
 1170  1,09861338
 1171  1,09842229
 1172  1,09861243
 1173  1,09842229
 1174  1,09861207
 1175  1,09842193
 1176  1,0986135
 1177  1,09842324
 1178  1,09861267
 1179  1,09842324
 1180  1,09861243
 1181  1,0984242
 1182  1,0986129
 1183  1,09842432
 1184  1,09861207
 1185  1,09842443
 1186  1,09861207
 1187  1,09842432
 1188  1,09861314
 1189  1,09842706
 1190  1,09861135
 1191  1,09842551
 1192  1,09861255
 1193  1,09842575
 1194  1,09861231
 1195  1,09842563
 1196  1,09861243
 1197  1,09842694
 1198  1,09861195
 1199  1,0984273
 1200  1,09861088
 1201  1,09842718
 1202  1,09861243
 1203  1,09842694
 1204  1,09861183
 1205  1,09842765
 1206  1,09861279
 1207  1,09842801
 1208  1,09861159
 1209  1,09842908
 1210  1,09861207
 1211  1,0984292
 1212  1,0986129
 1213  1,09842825
 1214  1,09861135
 1215  1,09843075
 1216  1,09861279
 1217  1,0984292
 1218  1,09861267
 1219  1,0984298
 1220  1,09861243
 1221  1,09843111
 1222  1,09861231
 1223  1,09843004
 1224  1,09861231
 1225  1,09843016
 1226  1,09861267
 1227  1,0984304
 1228  1,09861219
 1229  1,09843159
 1230  1,09861147
 1231  1,09843075
 1232  1,09861231
 1233  1,09843194
 1234  1,09861219
 1235  1,09843147
 1236  1,09861171
 1237  1,09843349
 1238  1,09861279
 1239  1,09843302
 1240  1,09861338
 1241  1,09843302
 1242  1,09861338
 1243  1,09843373
 1244  1,09861255
 1245  1,09843409
 1246  1,09861326
 1247  1,09843409
 1248  1,09861267
 1249  1,09843516
 1250  1,09861207
 1251  1,09843421
 1252  1,09861219
 1253  1,09843564
 1254  1,09861231
 1255  1,09843564
 1256  1,09861135
 1257  1,09843552
 1258  1,09861255
 1259  1,09843564
 1260  1,09861207
 1261  1,09843564
 1262  1,09861183
 1263  1,09843564
 1264  1,09861159
 1265  1,09843647
 1266  1,09861267
 1267  1,09843743
 1268  1,0986129
 1269  1,09843755
 1270  1,09861159
 1271  1,09843731
 1272  1,09861195
 1273  1,09843695
 1274  1,09861195
 1275  1,09843779
 1276  1,09861124
 1277  1,09843791
 1278  1,0986129
 1279  1,09843814
 1280  1,0986129
 1281  1,09843802
 1282  1,09861279
 1283  1,09843791
 1284  1,09861231
 1285  1,09843981
 1286  1,09861195
 1287  1,09843993
 1288  1,09861207
 1289  1,09844053
 1290  1,09861147
 1291  1,09844148
 1292  1,09861267
 1293  1,09844089
 1294  1,09861374
 1295  1,09844053
 1296  1,09861302
 1297  1,09844089
 1298  1,0986129
 1299  1,0984416
 1300  1,09861207
 1301  1,0984422
 1302  1,09861159
 1303  1,09844303
 1304  1,09861207
 1305  1,09844232
 1306  1,09861219
 1307  1,0984422
 1308  1,09861243
 1309  1,0984422
 1310  1,09861302
 1311  1,09844291
 1312  1,09861219
 1313  1,09844375
 1314  1,09861159
 1315  1,09844387
 1316  1,09861195
 1317  1,09844375
 1318  1,09861219
 1319  1,09844255
 1320  1,09861207
 1321  1,09844375
 1322  1,09861171
 1323  1,0984447
 1324  1,09861135
 1325  1,09844458
 1326  1,09861147
 1327  1,0984453
 1328  1,09861171
 1329  1,0984447
 1330  1,0986129
 1331  1,09844458
 1332  1,09861338
 1333  1,09844685
 1334  1,09861302
 1335  1,09844518
 1336  1,09861124
 1337  1,09844434
 1338  1,09861112
 1339  1,09844601
 1340  1,09861219
 1341  1,09844565
 1342  1,09861231
 1343  1,09844649
 1344  1,09861219
 1345  1,09844756
 1346  1,09861147
 1347  1,09844661
 1348  1,09861219
 1349  1,09844661
 1350  1,09861386
 1351  1,09844732
 1352  1,09861195
 1353  1,09844816
 1354  1,09861219
 1355  1,09844887
 1356  1,09861267
 1357  1,09844792
 1358  1,09861243
 1359  1,09844792
 1360  1,09861171
 1361  1,09844816
 1362  1,09861088
 1363  1,09844887
 1364  1,09861231
 1365  1,09844899
 1366  1,09861255
 1367  1,09844875
 1368  1,09861267
 1369  1,09845006
 1370  1,09861183
 1371  1,09844935
 1372  1,09861231
 1373  1,09845006
 1374  1,09861338
 1375  1,09845138
 1376  1,09861314
 1377  1,09845304
 1378  1,09861255
 1379  1,09845197
 1380  1,09861243
 1381  1,09844995
 1382  1,09861135
 1383  1,09845209
 1384  1,09861231
 1385  1,09845281
 1386  1,0986129
 1387  1,09845006
 1388  1,09861255
 1389  1,09845221
 1390  1,09861135
 1391  1,09845304
 1392  1,09861219
 1393  1,09845304
 1394  1,09861159
 1395  1,09845328
 1396  1,09861255
 1397  1,09845364
 1398  1,09861171
 1399  1,09845304
 1400  1,09861195
 1401  1,0984534
 1402  1,09861147
 1403  1,09845555
 1404  1,09861207
 1405  1,09845436
 1406  1,09861267
 1407  1,09845352
 1408  1,09861159
 1409  1,09845519
 1410  1,09861207
 1411  1,09845471
 1412  1,09861231
 1413  1,09845436
 1414  1,09861231
 1415  1,09845579
 1416  1,09861124
 1417  1,09845567
 1418  1,09861195
 1419  1,09845519
 1420  1,09861255
 1421  1,09845674
 1422  1,09861183
 1423  1,09845662
 1424  1,0986135
 1425  1,09845591
 1426  1,09861171
 1427  1,09845591
 1428  1,09861231
 1429  1,09845638
 1430  1,09861267
 1431  1,09845662
 1432  1,09861207
 1433  1,09845662
 1434  1,09861219
 1435  1,09845805
 1436  1,09861243
 1437  1,09845674
 1438  1,09861279
 1439  1,09845734
 1440  1,09861112
 1441  1,09845817
 1442  1,09861302
 1443  1,09845877
 1444  1,098611
 1445  1,09845698
 1446  1,09861219
 1447  1,09845901
 1448  1,09861338
 1449  1,09845829
 1450  1,09861183
 1451  1,09845912
 1452  1,09861243
 1453  1,0984602
 1454  1,09861195
 1455  1,09845972
 1456  1,09861267
 1457  1,09845841
 1458  1,09861219
 1459  1,09846091
 1460  1,09861135
 1461  1,09845996
 1462  1,09861195
 1463  1,09846032
 1464  1,09861231
 1465  1,09845984
 1466  1,09861219
 1467  1,0984602
 1468  1,0986129
 1469  1,09846139
 1470  1,09861195
 1471  1,09846008
 1472  1,09861183
 1473  1,09846139
 1474  1,09861326
 1475  1,09846151
 1476  1,09861374
 1477  1,09846139
 1478  1,0986129
 1479  1,09846067
 1480  1,09861255
 1481  1,09846294
 1482  1,09861219
 1483  1,09846163
 1484  1,09861183
 1485  1,0984633
 1486  1,09861195
 1487  1,0984621
 1488  1,09861195
 1489  1,09846401
 1490  1,09861219
 1491  1,09846377
 1492  1,09861243
 1493  1,09846306
 1494  1,09861267
 1495  1,09846282
 1496  1,098611
 1497  1,09846401
 1498  1,09861135
 1499  1,09846342
 1500  1,09861374
